camera_traseira;velocidade_do_processador;url;chips;resolucao;tamanho_da_tela;modelo;memoria_ram;linha;preco;camera_frontal;marca;memoria_interna
12.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-samsung-galaxy-s7-edge-sm-g935-32gb-edicao-jogos-olimpicos.html;single;2560 x 1440;5.5;s7 edge sm-g935 32gb;4.0;galaxy;;5.0 megapixels frontal;samsung;32.0
8.0 megapixels;1.0;http://www.buscape.com.br/detalhes--smartphone-alcatel-pixi-3-4-5-4028.html;dual;;;pixi 3 (4.5) 4028;1.0;;;1.3 megapixels frontal;alcatel;8.0
;;http://www.buscape.com.br/detalhes--smartphone-meizu-m2.html;;;;m2;;;;;meizu;
5.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-htc-hd-mini.html;single;320 x 480;3.2;hd mini;;;1618.0;;htc;
5.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-blackberry-torch-9850.html;;480 x 800;3.7;torch 9850;;;477.0;;blackberry;4.0
;;http://www.buscape.com.br/detalhes--celular-multilaser-p3274.html;;;;p3274;;;112.0;;multilaser;
;;http://www.buscape.com.br/detalhes--celular-samsung-gt-b2710.html;;;;gt-b2710;;;473.0;;samsung;
;;http://www.buscape.com.br/detalhes--celular-blu-jenny-ii-t177.html;dual;128 x 160;1.8;jenny ii t177;;;139.0;;blu;
13.0 megapixels;2.2;http://www.buscape.com.br/detalhes--smartphone-blackberry-passport.html;;1440 x 1440;4.5;passport;;;2299.0;2.0 megapixels frontal;blackberry;32.0
8.0 megapixels;1.7;http://www.buscape.com.br/detalhes--smartphone-blu-vivo-air-d980l.html;single;1280 x 720;4.8;vivo air d980l;;;1699.0;5.0 megapixels frontal;blu;16.0
;;http://www.buscape.com.br/detalhes--smartphone-dl-yzu-ds4.html;;;;yzu ds4;;;;;dl;
;;http://www.buscape.com.br/detalhes--smartphone-xiaomi-redmi-note-3.html;;;;redmi note 3;;;1089.0;;xiaomi;
12.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-apple-iphone-se-32gb.html;single;1136 x 640;4.0;se 32gb;2.0;iphone;2249.0;1.2 megapixels frontal;apple;32.0
12.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-apple-iphone-se-128gb.html;single;1136 x 640;4.0;se 128gb;2.0;iphone;2609.0;1.2 megapixels frontal;apple;128.0
8.0 megapixels;1.0;http://www.buscape.com.br/detalhes--smartphone-lg-pro-lite-dual-d686.html;;960 x 540;5.5;pro lite dual d686;;;;1.3 megapixels frontal;lg;4.0
;;http://www.buscape.com.br/detalhes--smartphone-sony-xperia-advance-st27i.html;;;;advance st27i;;xperia;;;sony;
vga;;http://www.buscape.com.br/detalhes--celular-blu-aria-t174.html;;;1.8;t174;;aria;;;blu;
;;http://www.buscape.com.br/detalhes--celular-multilaser-idea.html;;;;idea;;;;;multilaser;
;;http://www.buscape.com.br/detalhes--smartphone-samsung-galaxy-star-pro-gt-s7262.html;;;;pro gt-s7262;;galaxy star;;;samsung;
;;http://www.buscape.com.br/detalhes--smartphone-htc-one-m7.html;;;;one m7;;;;;htc;
3.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-lg-t585.html;dual;;3.2;t585;;;;;lg;
5.0 megapixels;1.2;http://www.buscape.com.br/detalhes--smartphone-blu-studio-5-5-d610.html;dual;480 x 854;5.5;5.5 d610;;studio;;vga;blu;1.0
13.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-blu-life-one-l120.html;;720 x 1280;5.0;l120;;life one;;5.0 megapixels frontal;blu;
13.0 megapixels;1.5;http://www.buscape.com.br/detalhes--smartphone-lg-optimus-g-e975.html;single;1280 x 768;4.7;g e975;;optimus;;1.3 megapixels frontal;lg;
;;http://www.buscape.com.br/detalhes--celular-blu-tattoo.html;dual;;2.0;tattoo;;;;;blu;
5.0 megapixels;1.0;http://www.buscape.com.br/detalhes--smartphone-samsung-galaxy-ace-3-duos-gt-s7272.html;;480 x 800;4.0;3 duos gt-s7272;;galaxy ace;;0.3 megapixels frontal;samsung;
12.0 megapixels;1.2;http://www.buscape.com.br/detalhes--smartphone-blu-life-view-l110.html;dual;720 x 1280;5.7;l110;;life view;;5.0 megapixels frontal;blu;16.0
;;http://www.buscape.com.br/detalhes--smartphone-blu-life-play.html;;;;;;life play;;;blu;
;;http://www.buscape.com.br/detalhes--celular-alcatel-1011d.html;;;;1011d;;;;;alcatel;
8.0 megapixels;1.0;http://www.buscape.com.br/detalhes--smartphone-multilaser-prime.html;dual;854 x 480;4.7;;;prime;;2.0 megapixels frontal;multilaser;
8.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-motorola-motoluxe-xt615.html;;480 x 854;4.0;motoluxe xt615;;;;vga;motorola;
8.0 megapixels;1.5;http://www.buscape.com.br/detalhes--smartphone-blu-vivo-4-8-hd-d940.html;;1280 x 720;4.8;vivo 4.8 hd d940;;;;5.0 megapixels frontal;blu;1.0
;;http://www.buscape.com.br/detalhes--celular-motorola-v196.html;single;128 x 160;;v196;;;;;motorola;
3.15 megapixels;1.0;http://www.buscape.com.br/detalhes--smartphone-lg-optimus-l4-ii-e440.html;;480 x 320;3.8;l4 ii e440;;optimus;;;lg;4.0
;;http://www.buscape.com.br/detalhes--celular-lenoxx-sound-cx-912.html;;;;cx-912;;;;;lenoxx sound;
;;http://www.buscape.com.br/detalhes--celular-alcatel-ot-e801.html;single;128 x 128;;ot-e801;;;;;alcatel;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-lg-s367.html;dual;240 x 320;2.4;s367;;;;;lg;
;;http://www.buscape.com.br/detalhes--celular-alcatel-ot-236.html;;;;ot-236;;;;;alcatel;
;;http://www.buscape.com.br/detalhes--smartphone-lg-optimus-l7-ii-p713.html;;;;l7 ii p713;;optimus;;;lg;
5.0 megapixels;1.5;http://www.buscape.com.br/detalhes--smartphone-blu-quattro-4-5-d440.html;single;540 x 960;4.5;quattro 4.5 d440;;;;vga;blu;4.0
5.0 megapixels;;http://www.buscape.com.br/detalhes--celular-lg-gt400.html;single;240 x 400;3.0;gt400;;;;;lg;
;;http://www.buscape.com.br/detalhes--celular-blu-neo.html;;;;neo;;;;;blu;
;;http://www.buscape.com.br/detalhes--celular-lg-mg160.html;single;128 x 128;1.5;mg160;;;;;lg;
8.0 megapixels;1.5;http://www.buscape.com.br/detalhes--smartphone-htc-one-s.html;;540 x 960;4.3;one s;;;;1.3 megapixels frontal;htc;16.0
;;http://www.buscape.com.br/detalhes--celular-panasonic-a102.html;;112 x 64;;a102;;;;;panasonic;
;;http://www.buscape.com.br/detalhes--smartphone-blu-dash-music-d172.html;;;;d172;;dash music;;;blu;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-meu-405.html;dual;128 x 160;1.8;405;;;;;meu;
;;http://www.buscape.com.br/detalhes--celular-lg-kp105.html;single;128 x 128;1.5;kp105;;;;;lg;
;;http://www.buscape.com.br/detalhes--celular-positivo-p100.html;tri;320 x 240;2.31;p100;;;;;positivo;
8.0 megapixels;1.5;http://www.buscape.com.br/detalhes--smartphone-htc-sensation-xl.html;dual;480 x 800;4.7;sensation xl;;;;1.3 megapixels frontal;htc;16.0
3.2 megapixels;;http://www.buscape.com.br/detalhes--celular-blu-deco-pro.html;;320 x 240;2.6;pró;;deco;;;blu;
;;http://www.buscape.com.br/detalhes--celular-samsung-gt-e2232.html;;128 x 160;1.77;gt-e2232;;;;;samsung;
;;http://www.buscape.com.br/detalhes--celular-multilaser-live-p3233.html;;;;live p3233;;;;;multilaser;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-lg-gu200.html;single;128 x 160;1.77;gu200;;;;;lg;
;;http://www.buscape.com.br/detalhes--celular-alcatel-ot-819.html;;;;ot-819;;;;;alcatel;
;;http://www.buscape.com.br/detalhes--celular-meu-sn80.html;;;;sn80;;;;;meu;
;;http://www.buscape.com.br/detalhes--celular-motorola-c355v.html;single;96 x 65;;c355v;;;;;motorola;
;;http://www.buscape.com.br/detalhes--celular-gradiente-strike-gx-1.html;;;;strike gx-1;;;;;gradiente;
;;http://www.buscape.com.br/detalhes--celular-nokia-6510.html;;96 x 60;;6510;;;;;nokia;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-gradiente-neo-gx-5.html;;128 x 160;;neo gx-5;;;;;gradiente;
;;http://www.buscape.com.br/detalhes--celular-motorola-t720i.html;single;120 x 160;;t720i;;;;;motorola;
;;http://www.buscape.com.br/detalhes--celular-sendo-s300.html;single;;;s300;;;;;sendo;
;;http://www.buscape.com.br/detalhes--smartphone-nokia-9300.html;single;128 x 128;;9300;;;;;nokia;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-lg-me540.html;single;176 x 220;;me540;;;;;lg;
;;http://www.buscape.com.br/detalhes--celular-motorola-i105.html;single;;;i105;;;;;motorola;
;;http://www.buscape.com.br/detalhes--smartphone-sony-ericsson-w950i.html;single;240 x 320;;w950i;;;;;sony ericsson;4.0
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-motorola-i870.html;single;128 x 96;;i870;;;;;motorola;
;;http://www.buscape.com.br/detalhes--celular-lg-mg185.html;single;128 x 128;;mg185;;;;;lg;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-motorola-v235.html;single;128 x 160;;v235;;;;;motorola;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-nokia-6288.html;single;240 x 320;;6288;;;;;nokia;
3.1 megapixels;;http://www.buscape.com.br/detalhes--celular-nokia-7390.html;;160 x 128;;7390;;;;;nokia;
;;http://www.buscape.com.br/detalhes--celular-motorola-v66i.html;single;96 x 54;;v66i;;;;;motorola;
;;http://www.buscape.com.br/detalhes--celular-lg-one-mg125b.html;single;128 x 128;;one mg125b;;;;;lg;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-samsung-sgh-i300.html;single;240 x 320;;sgh-i300;;;;;samsung;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-samsung-sgh-e420.html;single;128 x 160;;sgh-e420;;;;;samsung;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-motorola-v365.html;single;176 x 220;;v365;;;;;motorola;
2.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-htc-s710-vox.html;single;240 x 320;2.4;s710 vox;;;;;htc;
2.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-nokia-n75.html;;240 x 320;2.4;n75;;;;;nokia;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-nokia-5070.html;;128 x 160;1.87;5070;;;;;nokia;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-samsung-sgh-e840.html;single;240 x 320;;sgh-e840;;;;;samsung;
3.2 megapixels;;http://www.buscape.com.br/detalhes--celular-sony-ericsson-k770i.html;single;240 x 320;;k770i;;;;;sony ericsson;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-nokia-3110.html;;128 x 160;;3110;;;;;nokia;
3.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-sony-ericsson-w960i.html;single;240 x 320;;w960i;;;;;sony ericsson;8.0
;;http://www.buscape.com.br/detalhes--celular-lg-access-bd2030.html;;;;access bd2030;;;;;lg;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-lg-mg230.html;single;;;mg230;;;;;lg;
3.1 megapixels;;http://www.buscape.com.br/detalhes--celular-sony-ericsson-g700.html;;240 x 320;;g700;;;;;sony ericsson;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-best-d3000.html;dual;;;d3000;;;;;best;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-samsung-sgh-m140.html;single;128 x 128;2.1;sgh-m140;;;;;samsung;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-samsung-sgh-x550.html;single;120 x 160;;sgh-x550;;;;;samsung;
;;http://www.buscape.com.br/detalhes--smartphone-htc-touch-viva-t2223.html;;;;touch viva t2223;;;;;htc;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-lg-kg290.html;single;128 x 160;;kg290;;;;;lg;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-motorola-i275.html;single;130 x 130;;i275;;;;;motorola;
;;http://www.buscape.com.br/detalhes--celular-sony-ericsson-w902.html;single;;;w902;;;;;sony ericsson;
5.0 megapixels;;http://www.buscape.com.br/detalhes--celular-lg-kf900.html;single;240 x 400;3.0;kf900;;;;0.3 megapixels frontal;lg;
8.0 megapixels;;http://www.buscape.com.br/detalhes--celular-lg-gc900.html;single;800 x 480;3.0;gc900;;;;;lg;1.5
;;http://www.buscape.com.br/detalhes--celular-sony-ericsson-xperia-pureness.html;single;240 x 320;1.8;pureness;;xperia;;;sony ericsson;
3.2 megapixels;;http://www.buscape.com.br/detalhes--celular-samsung-diva-gt-s7070.html;single;240 x 320;2.8;diva gt-s7070;;;;;samsung;
3.2 megapixels;;http://www.buscape.com.br/detalhes--smartphone-samsung-lindy-gt-m5650.html;single;240 x 320;2.8;lindy gt-m5650;;;;;samsung;
2.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-lg-ks20.html;single;240 x 320;2.8;ks20;;;;;lg;
3.2 megapixels;;http://www.buscape.com.br/detalhes--smartphone-htc-dream.html;single;320 x 480;3.2;dream;;;;;htc;
;;http://www.buscape.com.br/detalhes--celular-sony-ericsson-t610.html;single;128 x 160;;t610;;;;;sony ericsson;
5.0 megapixels;;http://www.buscape.com.br/detalhes--celular-nokia-6600i.html;single;240 x 320;2.2;6600i;;;;0.3 megapixels frontal;nokia;
2.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-htc-snap.html;single;320 x 240;2.4;snap;;;;;htc;
5.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-htc-legend.html;single;320 x 480;3.2;legend;;;;;htc;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-hiphone-m8.html;dual;;;m8;;;;;hiphone;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-nokia-2700-classic.html;single;240 x 320;2.0;2700 classic;;;;;nokia;
1.3 megapixels;;http://www.buscape.com.br/detalhes--smartphone-samsung-gt-s3370.html;single;240 x 320;2.6;gt-s3370;;;;;samsung;
;;http://www.buscape.com.br/detalhes--celular-nokia-3530.html;single;96 x 65;;3530;;;;;nokia;
5.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-htc-aria.html;single;320 x 480;3.2;ária;;;;;htc;
3.0 megapixels;;http://www.buscape.com.br/detalhes--celular-lg-gd580.html;single;240 x 400;2.8;gd580;;;;;lg;
;;http://www.buscape.com.br/detalhes--celular-vaic-h9.html;;320 x 240;3.5;h9;;;;;vaic;
8.0 megapixels;;http://www.buscape.com.br/detalhes--celular-powerpack-tctv-894.html;;;2.0;tctv-894;;;;;powerpack;
1.2 megapixels;;http://www.buscape.com.br/detalhes--celular-nokia-3230.html;single;176 x 208;2.1;3230;;;;;nokia;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-sony-ericsson-k610.html;single;176 x 220;1.9;k610;;;;0.3 megapixels frontal;sony ericsson;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-sony-ericsson-k530.html;;176 x 220;;k530;;;;;sony ericsson;
;;http://www.buscape.com.br/detalhes--celular-hiphone-a9531.html;;;;a9531;;;;;hiphone;
3.2 megapixels;;http://www.buscape.com.br/detalhes--smartphone-nokia-e52.html;single;240 x 320;;e52;;;;0.3 megapixels frontal;nokia;
5.0 megapixels;;http://www.buscape.com.br/detalhes--celular-sony-ericsson-elm.html;single;240 x 320;2.2;elm;;;;;sony ericsson;
3.15 megapixels;;http://www.buscape.com.br/detalhes--celular-sony-ericsson-w715.html;single;240 x 320;2.4;w715;;;;0.3 megapixels frontal;sony ericsson;
3.15 megapixels;;http://www.buscape.com.br/detalhes--smartphone-blackberry-pearl-3g-9105.html;single;360 x 400;2.25;pearl 3g 9105;;;;;blackberry;
5.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-lg-thrill-4g.html;;480 x 800;4.3;thrill 4g;;;;;lg;
8.0 megapixels;1.0;http://www.buscape.com.br/detalhes--smartphone-htc-incredible-s.html;single;480 x 800;4.0;incredible s;;;;;htc;1.0
8.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-htc-inspire.html;single;800 x 480;4.3;inspire;;;;;htc;
3.15 megapixels;;http://www.buscape.com.br/detalhes--sony-ericsson-txt-pro.html;;240 x 400;3.0;txt pro;;;;;sony ericsson;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-samsung-gt-c5010.html;single;128 x 160;2.0;gt-c5010;;;;;samsung;
5.0 megapixels;1.2;http://www.buscape.com.br/detalhes--smartphone-htc-chachacha.html;single;480 x 320;2.6;chachacha;;;;;htc;
5.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-htc-salsa.html;single;320 x 480;3.4;salsa;;;;;htc;32.0
5.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-htc-g2.html;single;480 x 800;3.7;;;g2;;;htc;4.0
3.2 megapixels;;http://www.buscape.com.br/detalhes--celular-sony-ericsson-zylo.html;single;240 x 320;;zylo;;;;;sony ericsson;
5.0 megapixels;;http://www.buscape.com.br/detalhes--celular-nokia-700.html;;640 x 360;3.2;700;;;;;nokia;
3.15 megapixels;;http://www.buscape.com.br/detalhes--celular-lg-gs500-cookie-plus.html;;240 x 400;3.0;gs500 cookie plus;;;;;lg;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-lg-gu295.html;single;176 x 220;;gu295;;;;;lg;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-nokia-2710c.html;single;320 x 240;2.2;2710c;;;;;nokia;
3.2 megapixels;;http://www.buscape.com.br/detalhes--smartphone-sony-ericsson-w8.html;single;320 x 480;3.0;w8;;;;;sony ericsson;
8.0 megapixels;1.5;http://www.buscape.com.br/detalhes--smartphone-htc-titan.html;single;480 x 800;4.7;titan;;;;1.3 megapixels frontal;htc;16.0
8.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-nokia-c6-01.html;single;360 x 640;3.2;c6-01;;;;;nokia;
8.0 megapixels;1.5;http://www.buscape.com.br/detalhes--smartphone-htc-amaze.html;single;540 x 960;4.3;amaze;;;;2.0 megapixels frontal;htc;16.0
;;http://www.buscape.com.br/detalhes--celular-motorola-i833.html;;;;i833;;;;;motorola;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-sony-ericsson-z320i.html;;128 x 160;;z320i;;;;;sony ericsson;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-alcatel-ot-803.html;;320 x 240;2.4;ot-803;;;;;alcatel;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-lg-kf310.html;;176 x 220;2.0;kf310;;;;;lg;
5.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-htc-desire-c.html;;320 x 480;3.5;desire c;;;;;htc;
vga;;http://www.buscape.com.br/detalhes--celular-blu-deejay-ii.html;dual;;1.8;deejay ii;;;;;blu;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-samsung-gt-e3217.html;single;128 x 160;2.0;gt-e3217;;;;;samsung;
3.15 megapixels;;http://www.buscape.com.br/detalhes--celular-lg-gd310.html;single;240 x 320;2.4;gd310;;;;;lg;
5.0 megapixels;;http://www.buscape.com.br/detalhes--celular-nokia-6720-classic.html;single;240 x 320;2.2;6720 classic;;;;;nokia;
;;http://www.buscape.com.br/detalhes--celular-nokia-6220-classic.html;;;;6220 classic;;;;;nokia;
vga;;http://www.buscape.com.br/detalhes--celular-huawei-g3620.html;;;1.8;g3620;;;;;huawei;
;;http://www.buscape.com.br/detalhes--celular-motorola-wx181.html;;128 x 128;1.5;wx181;;;;;motorola;
3.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-motorola-fire-xt311.html;dual;240 x 320;2.8;fire xt311;;;;;motorola;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-meu-sn65.html;dual;128 x 160;1.8;sn65;;;;;meu;
8.0 megapixels;;http://www.buscape.com.br/detalhes--celular-samsung-s8300-ultratouch.html;single;240 x 400;2.8;s8300 ultratouch;;;;;samsung;
;;http://www.buscape.com.br/detalhes--celular-lg-c320-intouch-lady.html;;;;c320 intouch lady;;;;;lg;
;;http://www.buscape.com.br/detalhes--celular-nokia-1800.html;;128 x 160;1.8;1800;;;;;nokia;
;;http://www.buscape.com.br/detalhes--celular-zte-u5100.html;;;;u5100;;;;;zte;
;;http://www.buscape.com.br/detalhes--celular-zte-f953.html;;;;f953;;;;;zte;
;;http://www.buscape.com.br/detalhes--celular-lg-a140.html;;128 x 160;1.7;a140;;;;;lg;
2 megapixels;;http://www.buscape.com.br/detalhes--celular-lg-prime-gs390.html;;240 x 400;3.0;prime gs390;;;;;lg;
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-cce-mobi-qw15.html;dual;320 x 240;1.77;mobi qw15;;;;;cce;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-alcatel-ot-358.html;dual;220 x 176;2.0;ot-358;;;;;alcatel;
0.3 megapixels;;http://www.buscape.com.br/detalhes--celular-huawei-g3512.html;dual;128 x 128;1.5;g3512;;;;;huawei;
;;http://www.buscape.com.br/detalhes--celular-mox-w9.html;dual;;2.6;w9;;;;;mox;
;;http://www.buscape.com.br/detalhes--celular-mox-m13.html;dual;;1.8;m13;;;;;mox;
;;http://www.buscape.com.br/detalhes--celular-mox-t4.html;;;;t4;;;;;mox;
;;http://www.buscape.com.br/detalhes--celular-mox-w6.html;dual;;3.2;w6;;;;;mox;
;;http://www.buscape.com.br/detalhes--celular-mox-m11.html;dual;;1.8;m11+;;;;;mox;
5.0 megapixels;1.2;http://www.buscape.com.br/detalhes--smartphone-htc-one-sv.html;single;480 x 800;4.3;one sv;;;;1.6 megapixels frontal;htc;8.0
5.0 megapixels;1.0;http://www.buscape.com.br/detalhes--smartphone-htc-desire-u.html;single;480 x 800;5.0;desire u;;;;;htc;
;;http://www.buscape.com.br/detalhes--celular-samsung-e1225.html;dual;128 x 160;1.8;e1225;;;;;samsung;
;;http://www.buscape.com.br/detalhes--smartphone-palm-pixi-plus.html;;;;pixi plus;;;;;palm;
1.3 megapixels;;http://www.buscape.com.br/detalhes--celular-samsung-champ-deluxe-gt-c3310.html;single;;2.8;champ deluxe gt-c3310;;;;;samsung;
3.0 megapixels;1.2;http://www.buscape.com.br/detalhes--smartphone-zopo-zp980.html;;1080 x 1920;5.0;zp980;;;;;zopo;1.0
;;http://www.buscape.com.br/detalhes--celular-venko-jeri-buzios.html;;;;jeri búzios;;;;;venko;
3.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-samsung-galaxy-music-gt-s6010.html;;240 x 340;3.0;gt-s6010;;galaxy music;;;samsung;
8.0 megapixels;;http://www.buscape.com.br/detalhes--smartphone-htc-butterfly-x920d.html;;1920 x 1080;5.0;butterfly x920d;;;;2.1 megapixels frontal;htc;16.0
2.0 megapixels;;http://www.buscape.com.br/detalhes--celular-motorola-i485.html;single;320 x 240;;i485;;;;;motorola;
